gamma,Load
-0.000385071,0.241
-0.00038131,0.247
-0.000419128,0.247
-0.000398535,0.256
-0.000395479,0.241
-0.000413785,0.229
-0.000381926,0.25
-0.000365684,0.247
-0.000392513,0.244
-0.000376387,0.238
-0.000358501,0.235
-0.00039581,0.22
-0.000366827,0.229
-0.000418994,0.235
-0.000418931,0.229
-0.00038122,0.247
-0.000388913,0.25
-0.000395899,0.244
-0.000423193,0.235
-0.000368543,0.25
-0.000396578,0.241
-0.000387921,0.235
-0.0003772,0.241
-0.000444662,0.235
-0.00041794,0.241
-0.000398713,0.223
-0.000435388,0.241
-0.000373617,0.25
-0.000372385,0.25
-0.000391486,0.262
-0.000415876,0.232
-0.00039438,0.226
-0.000385044,0.247
-0.000404556,0.247
-0.000384079,0.241
-0.000373466,0.229
-0.000396408,0.244
-0.000390557,0.232
-0.000427892,0.244
-0.000372233,0.235
-0.000394997,0.226
-0.000369418,0.235
-0.000352417,0.25
-0.000419128,0.244
-0.000406075,0.235
-0.000398294,0.226
-0.000375181,0.247
-0.00040704,0.232
-0.000394121,0.241
-0.000382185,0.235
-0.000419342,0.247
-0.000389788,0.253
-0.000385241,0.238
-0.000373993,0.241
-0.000413875,0.226
-0.000379264,0.253
-0.000384365,0.235
-0.000419039,0.214
-0.000385393,0.259
-0.000394997,0.22
-0.000423193,0.241
-0.000403985,0.241
-0.000386626,0.22
-0.00038944,0.235
-0.000369508,0.235
-0.000380979,0.235
-0.000424113,0.22
-0.000410381,0.241
-0.000363424,0.235
-0.00040704,0.223
-0.000385026,0.238
-0.00038307,0.235
-0.000433673,0.247
-0.00035784,0.25
-0.000419476,0.232
-0.000391245,0.238
-0.00042339,0.226
-0.000419521,0.229
-0.000399589,0.235
-0.000418619,0.226
-0.000356937,0.223
-0.000410203,0.22
-0.000390601,0.229
-0.000386626,0.223
-0.000438989,0.238
-0.00040704,0.235
-0.00041618,0.232
-0.000390253,0.235
-0.000396516,0.235
-0.000365729,0.22
-0.000381944,0.22
-0.000386518,0.232
-0.000417216,0.229
-0.000385348,0.22
-0.000393416,0.22
-0.000352104,0.217
-0.00040293,0.235
-0.000376101,0.244
-0.000408184,0.223
-0.000401787,0.238
-0.000414161,0.238
-0.000423166,0.214
-0.000399723,0.235
-0.000410489,0.211
-0.000387573,0.235
-0.000379987,0.241
-0.000399902,0.208
-0.00040159,0.235
-0.000380166,0.232
-0.000421058,0.247
-0.000448441,0.232
-0.000385902,0.217
-0.000388296,0.211
-0.00040302,0.238
-0.000377066,0.22
-0.000412883,0.238
-0.000377066,0.223
-0.000385,0.22
-0.000378737,0.214
-0.000389833,0.247
-0.000380952,0.214
-0.000396426,0.235
-0.00039665,0.223
-0.000394845,0.238
-0.000385044,0.223
-0.000395899,0.217
-0.000402645,0.22
-0.000402403,0.226
-0.000386232,0.22
-0.000399964,0.232
-0.000405128,0.25
-0.000379487,0.232
-0.000394952,0.229
-0.000362432,0.238
-0.00037443,0.223
-0.00039816,0.229
-0.000385,0.226
-0.000377504,0.241
-0.000379085,0.229
-0.000417788,0.223
-0.000430599,0.226
-0.000418395,0.223
-0.000388511,0.22
-0.000366363,0.214
-0.000426445,0.217
-0.000363817,0.241
-0.00037234,0.238
-0.000386009,0.217
-0.000427213,0.232
-0.000425105,0.223
-0.000381372,0.232
-0.000372912,0.223
-0.000418512,0.223
-0.000364299,0.226
-0.000413982,0.214
-0.000387966,0.229
-0.000371616,0.214
-0.0003601,0.22
-0.000372099,0.244
-0.000395131,0.223
-0.000387242,0.226
-0.000361619,0.229
-0.000388403,0.214
-0.000401697,0.226
-0.0003679,0.22
-0.000419959,0.223
-0.000418529,0.22
-0.000411722,0.238
-0.00043378,0.223
-0.000389636,0.22
-0.000377986,0.214
-0.000370473,0.223
-0.000394756,0.223
-0.000402073,0.226
-0.000411918,0.232
-0.000396605,0.235
-0.000384053,0.211
-0.000386822,0.214
-0.000376316,0.214
-0.000386054,0.217
-0.000390708,0.223
-0.000397302,0.214
-0.000377968,0.214
-0.000386822,0.214
-0.000366827,0.214
-0.000412293,0.217
-0.000390601,0.226
-0.000375109,0.223
-0.00043319,0.223
-0.000409283,0.223
-0.000414223,0.22
-0.00039983,0.211
-0.000429036,0.235
-0.000407389,0.208
-0.00041827,0.22
-0.000402403,0.226
-0.00040293,0.244
-0.000424971,0.217
-0.000381462,0.208
-0.000394229,0.208
-0.000368891,0.208
-0.000404512,0.211
-0.000405673,0.217
-0.000421585,0.226
-0.000372894,0.232
-0.00039623,0.211
-0.000403109,0.223
-0.000422264,0.211
-0.000366738,0.198
-0.00038223,0.229
-0.000398052,0.226
-0.000366497,0.235
-0.000401456,0.204
-0.000382605,0.214
-0.000400599,0.226
-0.000382998,0.204
-0.000398803,0.226
-0.000373439,0.22
-0.000355025,0.235
-0.000408863,0.208
-0.000397061,0.211
-0.000353578,0.22
-0.000418529,0.211
-0.000386098,0.195
-0.000398973,0.229
-0.00037955,0.217
-0.000429099,0.223
-0.000391834,0.226
-0.000390298,0.226
-0.000406066,0.211
-0.000379791,0.217
-0.000379987,0.22
-0.000384866,0.198
-0.000399723,0.223
-0.000373573,0.211
-0.00037863,0.214
-0.000400357,0.217
-0.000399812,0.223
-0.000399607,0.204
-0.000390673,0.201
-0.000385482,0.198
-0.000395479,0.226
-0.000396471,0.217
-0.000396668,0.217
-0.000409586,0.235
-0.000419146,0.226
-0.000440329,0.211
-0.000404646,0.22
-0.000402993,0.201
-0.000406799,0.223
-0.000396909,0.201
-0.000386581,0.223
-0.000407764,0.223
-0.000421299,0.217
-0.000414598,0.226
-0.000395327,0.235
-0.000407916,0.235
-0.000398713,0.223
-0.000420004,0.208
-0.000392272,0.214
-0.000393237,0.204
-0.000363906,0.223
-0.000363879,0.223
-0.000378272,0.208
-0.000373287,0.204
-0.000365746,0.192
-0.000383481,0.201
-0.000370821,0.192
-0.000388162,0.189
-0.000359618,0.189
-0.000393282,0.198
-0.000377218,0.195
-0.000380818,0.162
-0.000389851,0.183
-0.000379264,0.189
-0.000401322,0.201
-0.000382712,0.174
-0.000363549,0.195
-0.000321907,0.177
-0.000363397,0.189
-0.000408291,0.174
-0.000354034,0.18
-0.000377834,0.186
-0.00038139,0.177
-0.000375833,0.192
-0.000377656,0.189
-0.000341794,0.189
-0.000388028,0.186
-0.000386554,0.183
-0.000397284,0.183
-0.000362075,0.177
-0.000381676,0.189
-0.000412025,0.189
-0.000373439,0.208
-0.000371,0.204
-0.000408639,0.192
-0.000400402,0.186
-0.000395059,0.168
-0.000368078,0.183
-0.000378576,0.171
-0.000412749,0.177
-0.000364648,0.198
-0.000397543,0.159
-0.000348763,0.177
-0.000345618,0.18
-0.000355749,0.183
-0.000345725,0.217
-0.000407782,0.177
-0.000366318,0.195
-0.000420307,0.183
-0.000362539,0.183
-0.000384821,0.192
-0.000365219,0.186
-0.00037594,0.186
-0.000361923,0.177
-0.0003995,0.189
-0.000363879,0.177
-0.000377745,0.183
-0.000377039,0.198
-0.000381765,0.171
-0.000407406,0.186
-0.000388118,0.198
-0.000366979,0.186
-0.000386777,0.195
-0.000400447,0.171
-0.000373591,0.177
-0.000370339,0.177
-0.000403609,0.177
-0.000399321,0.189
-0.000401563,0.201
-0.000379943,0.186
-0.000364362,0.192
-0.000401939,0.214
-0.000393719,0.22
-0.000347333,0.238
-0.000372715,0.229
-0.000434861,0.226
-0.000407406,0.229
-0.000414884,0.214
-0.00040897,0.241
-0.00039229,0.217
-0.000369481,0.22
-0.000420486,0.217
-0.000433977,0.226
-0.000396274,0.238
-0.00037368,0.235
-0.000422398,0.217
-0.000372956,0.226
-0.000405325,0.211
-0.000406424,0.229
-0.000394514,0.232
-0.00039304,0.214
-0.000418771,0.232
-0.000421585,0.229
-0.000372295,0.229
-0.0004311,0.229
-0.00036966,0.229
-0.000359618,0.235
-0.000367596,0.232
-0.000397632,0.223
-0.000389502,0.204
-0.000366363,0.217
-0.000430331,0.229
-0.000370035,0.223
-0.000395042,0.214
-0.000372054,0.226
-0.000381855,0.214
-0.000391521,0.226
-0.000395676,0.22
-0.00041207,0.214
-0.000403038,0.226
-0.00039816,0.22
-0.000430242,0.217
-0.000374538,0.223
-0.000402314,0.214
-0.000366801,0.217
-0.000404753,0.223
-0.000373635,0.223
-0.000424748,0.198
-0.000392183,0.22
-0.000379987,0.214
-0.000455821,0.211
-0.000349379,0.229
-0.000407433,0.223
-0.000429036,0.217
-0.000385527,0.211
-0.000427562,0.214
-0.000392799,0.211
-0.000414205,0.238
-0.00035859,0.253
-0.00036035,0.253
-0.000334834,0.235
-0.000361798,0.25
-0.000400688,0.232
-0.000372742,0.262
-0.000370258,0.256
-0.000369624,0.259
-0.000311239,0.266
-0.000304753,0.275
-0.000297043,0.253
-0.000328464,0.25
-0.0003451,0.247
-0.000280801,0.25
-0.000242196,0.269
-0.000161735,0.278
-0.000209309,0.259
-0.000183052,0.266
-0.0002228,0.269
-0.000177227,0.244
-0.000173448,0.278
-9.88475E-05,0.275
-7.35638E-05,0.272
-4.27946E-05,0.272
-3.30832E-05,0.287
-6.90342E-05,0.281
-3.58528E-05,0.284
-5.04244E-05,0.305
6.48709E-05,0.296
7.32154E-05,0.272
5.30242E-05,0.287
6.51747E-05,0.284
7.69767E-05,0.296
0.000120879,0.314
0.000163281,0.29
0.000185473,0.29
0.000190021,0.299
0.000143831,0.305
0.000167346,0.293
0.000228277,0.299
0.000253105,0.311
0.000330582,0.293
0.00032867,0.293
0.000324408,0.293
0.000335638,0.299
0.000317815,0.32
0.000413768,0.333
0.000471536,0.317
0.000537657,0.317
0.000530296,0.311
0.000514804,0.323
0.000526186,0.314
0.000579952,0.32
0.000652747,0.351
0.000632833,0.33
0.000700777,0.342
0.000664585,0.317
0.000702117,0.317
0.00072473,0.299
0.000746922,0.323
0.000801126,0.333
0.000850541,0.33
0.000846279,0.348
0.000841731,0.342
0.00084878,0.314
0.000804244,0.314
0.000879764,0.348
0.000933441,0.357
0.000965282,0.348
0.001045546,0.339
0.001044206,0.348
0.001012436,0.339
0.001074797,0.339
0.001014125,0.348
0.001131949,0.348
0.001223926,0.363
0.001235263,0.363
0.001289904,0.36
0.001325829,0.348
0.001356946,0.375
0.001317368,0.372
0.00136387,0.372
0.001352024,0.366
0.001427723,0.385
0.001495944,0.381
0.001549468,0.378
0.001569463,0.403
0.001620397,0.394
0.001597257,0.363
0.001583106,0.381
0.001627276,0.36
0.001650344,0.415
0.001730412,0.397
0.001807889,0.397
0.001838694,0.412
0.001856401,0.403
0.001897123,0.403
0.001903734,0.381
0.001852578,0.378
0.001873894,0.418
0.001927088,0.406
0.001989931,0.406
0.002021085,0.406
0.002101662,0.421
0.002167122,0.449
0.002165362,0.424
0.002171312,0.412
0.002164549,0.397
0.002160154,0.427
0.002206799,0.452
0.002273993,0.43
0.002359644,0.443
0.002394711,0.433
0.00243479,0.452
0.00242749,0.446
0.00246379,0.443
0.002449665,0.436
0.00245784,0.43
0.002522023,0.446
0.0026135,0.461
0.00265423,0.47
0.002675958,0.455
0.002722058,0.464
0.002757018,0.476
0.002748602,0.452
0.002770205,0.464
0.002740186,0.467
0.002805423,0.473
0.002873278,0.488
0.002893156,0.476
0.002959144,0.485
0.003006227,0.485
0.003058108,0.504
0.00307309,0.488
0.003107808,0.482
0.003127196,0.476
0.003117699,0.497
0.003130662,0.51
0.003186867,0.497
0.003275922,0.519
0.003330528,0.528
0.003363969,0.528
0.003418967,0.543
0.003443116,0.525
0.003435969,0.537
0.003429822,0.51
0.003443858,0.513
0.003486554,0.525
0.00353588,0.558
0.003598454,0.565
0.003654838,0.571
0.003706165,0.586
0.003787992,0.574
0.003801421,0.574
0.003778281,0.562
0.003774564,0.531
0.00379841,0.546
0.003788386,0.546
0.003906558,0.604
0.003921013,0.61
0.0039285,0.598
0.004020281,0.604
0.004056848,0.626
0.004118699,0.629
0.004102287,0.595
0.004121647,0.589
0.004153042,0.598
0.004135111,0.623
0.004232958,0.626
0.004294791,0.61
0.004306057,0.632
0.004285884,0.635
0.004311025,0.647
0.004341919,0.632
0.004330796,0.595
0.004324649,0.607
0.004368927,0.623
0.00435725,0.626
0.004426445,0.665
0.004470893,0.677
0.004463468,0.647
0.004484669,0.659
0.004509944,0.638
0.00444325,0.647
0.004475092,0.626
0.00451928,0.677
0.004612776,0.681
0.004596248,0.674
0.004592951,0.668
0.00459447,0.662
0.004569883,0.659
0.004603234,0.662
0.004631975,0.665
0.004641973,0.659
0.004676298,0.647
0.00460277,0.65
0.00461132,0.659
0.004655972,0.69
0.004707978,0.693
0.00474535,0.693
0.004781363,0.717
0.004811337,0.696
0.004760538,0.708
0.004776816,0.677
0.004817163,0.687
0.004857018,0.705
0.004891093,0.735
0.00495163,0.751
0.004994255,0.754
0.005008711,0.763
0.004987707,0.723
0.005061583,0.702
0.005027678,0.714
0.00502875,0.729
0.005088252,0.787
0.005136416,0.787
0.005185875,0.793
0.005210087,0.79
0.005217028,0.781
0.005217645,0.772
0.005212749,0.763
0.005195167,0.766
0.005250978,0.787
0.00534074,0.809
0.00530503,0.781
0.005309247,0.772
0.005335004,0.797
0.005294657,0.787
0.005380041,0.793
0.005428866,0.809
0.00548156,0.833
0.005470767,0.818
0.005462834,0.79
0.005486286,0.8
0.005466595,0.806
0.00551467,0.833
0.005626668,0.836
0.005660413,0.848
0.005642527,0.851
0.005646172,0.845
0.005648611,0.845
0.005640767,0.821
0.005686125,0.836
0.005675109,0.876
0.005769508,0.897
0.005811909,0.928
0.005840472,0.912
0.00588365,0.909
0.005905495,0.879
0.005863343,0.909
0.005864156,0.894
0.005861297,0.912
0.005950049,0.934
0.005986635,0.934
0.006077316,0.943
0.006124051,0.967
0.0061803,0.974
0.00618935,0.97
0.006149361,0.952
0.006181444,0.983
0.006158876,0.958
0.006200581,0.955
0.006262762,1.001
0.006309694,1.001
0.006394005,1.007
0.006399124,1.019
0.006446029,1.031
0.006456205,1.038
0.00643906,1.022
0.006471563,1.022
0.00645348,1.019
0.006522166,1.05
0.006560993,1.065
0.006606781,1.083
0.00665356,1.083
0.006683284,1.105
0.006796534,1.111
0.006783177,1.099
0.006766452,1.074
0.006801483,1.053
0.006749772,1.047
0.006743751,1.114
0.006852211,1.135
0.006920942,1.147
0.006955526,1.151
0.007003734,1.175
0.007043965,1.199
0.007062092,1.181
0.00706697,1.169
0.007096578,1.105
0.007202251,1.108
0.007289413,1.141
0.007326856,1.202
0.007354954,1.23
0.007438363,1.227
0.007470776,1.242
0.0075176,1.221
0.007486706,1.221
0.007453239,1.215
0.007491253,1.218
0.007502394,1.236
0.007534647,1.263
0.007631171,1.276
0.007677736,1.303
0.007692058,1.312
0.007740659,1.312
0.007813937,1.328
0.007799169,1.343
0.007804574,1.318
0.007808461,1.328
0.007831975,1.309
0.00789849,1.346
0.007913866,1.379
0.007982248,1.389
0.008046627,1.419
0.00800788,1.428
0.008136469,1.422
0.008144599,1.431
0.008102868,1.416
0.008114009,1.404
0.008106254,1.392
0.008175931,1.459
0.008231547,1.468
0.008300384,1.495
0.008331162,1.511
0.008402403,1.511
0.008436961,1.538
0.008430367,1.523
0.008436237,1.511
0.008440302,1.508
0.008432324,1.492
0.008445654,1.541
0.008561985,1.578
0.008587099,1.608
0.008620977,1.627
0.008689377,1.608
0.008751014,1.66
0.008772393,1.66
0.008832663,1.678
0.008783418,1.627
0.008823497,1.614
0.008823961,1.62
0.008819039,1.63
0.00887821,1.685
0.008969838,1.715
0.009013053,1.721
0.009055177,1.746
0.009096614,1.761
0.009135576,1.74
0.009167006,1.709
0.009204449,1.715
0.009204932,1.703
0.009234968,1.743
0.00929179,1.764
0.009319074,1.807
0.009419253,1.831
0.009448673,1.822
0.009538345,1.837
0.009548584,1.862
0.009578692,1.834
0.009618092,1.819
0.009577084,1.81
0.00965775,1.852
0.009643134,1.898
0.009777129,1.917
0.009774832,1.938
0.009856071,1.953
0.009911025,1.965
0.009869293,1.987
0.009920826,1.984
0.009891664,1.981
0.009906406,1.962
0.009943518,1.971
0.01001601,2.017
0.010027714,2.057
0.010085,2.072
0.010145403,2.084
0.010180756,2.127
0.010250809,2.118
0.010235227,2.121
0.010221424,2.084
0.010231118,2.09
0.010242804,2.075
0.01030411,2.112
0.010369392,2.167
0.010389404,2.197
0.010398124,2.222
0.010476593,2.24
0.010499357,2.261
0.010537738,2.274
0.010549888,2.277
0.010534021,2.252
0.010541714,2.243
0.010552747,2.252
0.010570124,2.298
0.010605343,2.322
0.01063588,2.353
0.010701885,2.39
0.010800679,2.405
0.010791271,2.414
0.010805244,2.414
0.010810105,2.411
0.010834182,2.38
0.010857366,2.414
0.010829697,2.432
0.010925963,2.493
0.010947976,2.536
0.01101299,2.524
0.011029581,2.554
0.011087653,2.573
0.011088287,2.582
0.011088555,2.542
0.011158653,2.548
0.01108106,2.533
0.011184642,2.606
0.011201054,2.628
0.011233155,2.661
0.011295202,2.704
0.011334602,2.731
0.011341142,2.756
0.011352524,2.759
0.011349781,2.725
0.011390628,2.716
0.011390369,2.713
0.011407764,2.786
0.01146597,2.802
0.01154149,2.844
0.011499553,2.887
0.011592218,2.887
0.011651657,2.921
0.011625114,2.902
0.011637104,2.893
0.011631681,2.884
0.011635656,2.878
0.011679889,2.924
0.011727678,2.979
0.011794077,3.027
0.011795899,3.027
0.011886054,3.073
0.011902314,3.085
0.011934897,3.085
0.01191433,3.094
0.011955204,3.07
0.011922237,3.052
0.011924283,3.076
0.011964844,3.122
0.012022344,3.186
0.01203537,3.207
0.012122755,3.256
0.012157143,3.278
0.012192647,3.308
0.012214491,3.317
0.012213741,3.305
0.012233476,3.268
0.012248879,3.271
0.012243474,3.262
0.012256848,3.311
0.0123316,3.387
0.012348825,3.445
0.012365282,3.442
0.0124223,3.503
0.012437461,3.485
0.012494809,3.519
0.012468069,3.497
0.012460574,3.494
0.012458858,3.497
0.012460529,3.51
0.012597507,3.571
0.012581417,3.629
0.012655311,3.662
0.012711543,3.717
0.012718261,3.732
0.012760931,3.751
0.012730519,3.711
0.012762736,3.696
0.012737005,3.677
0.012752274,3.714
0.012815688,3.784
0.012865693,3.842
0.012907549,3.894
0.012954114,3.9
0.012963227,3.903
0.01297443,3.885
0.012965273,3.882
0.012981578,3.873
0.012949558,3.87
0.013027651,3.955
0.013044983,4.013
0.013097758,4.016
0.013163236,4.08
0.013205405,4.114
0.013261851,4.135
0.013215769,4.123
0.013250487,4.12
0.01326697,4.092
0.013232887,4.105
0.013290369,4.138
0.013287153,4.178
0.013374386,4.254
0.013383525,4.288
0.013472697,4.315
0.013487108,4.34
0.013497275,4.395
0.013558009,4.404
0.013539793,4.41
0.013569168,4.398
0.013546163,4.385
0.013569919,4.367
0.013602984,4.437
0.013646029,4.495
0.013704735,4.565
0.013765711,4.575
0.013779657,4.599
0.013824578,4.636
0.013852917,4.672
0.013895917,4.672
0.013867703,4.648
0.013864406,4.626
0.013866738,4.642
0.013885545,4.7
0.013987171,4.767
0.013980943,4.807
0.014022952,4.858
0.014092567,4.868
0.014121326,4.91
0.014129697,4.919
0.014166506,4.904
0.014079174,4.874
0.014140507,4.886
0.014176262,4.889
0.014173814,4.959
0.014254212,5.032
0.014271723,5.051
0.014251943,5.02
0.014298222,5.011
0.014285125,4.996
0.014281524,4.987
0.014319736,4.959
0.014260976,4.968
0.014320307,4.959
0.014326928,4.993
0.014344778,5.038
0.01436706,5.124
0.014411329,5.191
0.014433458,5.237
0.014450746,5.197
0.014487358,5.17
0.014466175,5.154
0.014441651,5.17
0.014506031,5.252
0.014536836,5.304
0.014537559,5.31
0.014538194,5.249
0.014591414,5.27
0.014517297,5.249
0.014604154,5.331
0.014646145,5.383
0.014649022,5.457
0.01469422,5.49
0.014705816,5.502
0.014752488,5.463
0.014733173,5.45
0.014771697,5.447
0.014754293,5.438
0.014810453,5.521
0.014846726,5.585
0.014885661,5.646
0.01490302,5.685
0.014902225,5.664
0.014909586,5.621
0.014940105,5.643
0.014914313,5.64
0.015013714,5.707
0.015030742,5.762
0.015110507,5.826
0.01509422,5.82
0.01511861,5.814
0.015100197,5.795
0.015137925,5.771
0.015142384,5.859
0.015140686,5.893
0.015231761,5.954
0.015239891,6.012
0.015259332,6.021
0.015308157,6.049
0.015313651,6.009
0.015334486,6.018
0.01533705,5.991
0.015354391,6.039
0.015424372,6.116
0.015441374,6.165
0.015489315,6.219
0.015515331,6.238
0.015551782,6.238
0.015562423,6.223
0.015566988,6.201
0.015574439,6.198
0.015611597,6.235
0.015640686,6.296
0.015691861,6.36
0.015751032,6.4
0.015765219,6.448
0.015756625,6.479
0.015785277,6.525
0.015872027,6.543
0.015862754,6.531
0.015900679,6.519
0.015908085,6.494
0.015910283,6.488
0.01590562,6.549
0.015990941,6.607
0.016029304,6.665
0.016090476,6.696
0.016115697,6.726
0.016115894,6.671
0.016148396,6.653
0.016132154,6.65
0.016136201,6.665
0.016206665,6.702
0.016233887,6.778
0.016282623,6.839
0.016349862,6.863
0.016420111,6.891
0.016350514,6.873
0.016409586,6.821
0.016373457,6.839
0.016432172,6.839
0.01646337,6.943
0.016532913,6.967
0.016544617,7.013
0.016613089,7.016
0.016592763,7.022
0.016630162,6.985
0.016576369,6.952
0.016589288,6.958
0.016674019,7.025
0.016730948,7.092
0.016710658,7.147
0.01679614,7.178
0.016837532,7.196
0.016849862,7.227
0.016936719,7.245
0.016885411,7.214
0.016965398,7.187
0.016943134,7.147
0.016939024,7.178
0.017033467,7.254
0.0170891,7.306
0.017127991,7.361
0.017135763,7.367
0.017172331,7.358
0.017187555,7.361
0.017176834,7.318
0.017193201,7.3
0.017192433,7.306
0.01726077,7.382
0.017316296,7.44
0.017308112,7.471
0.017366631,7.504
0.017413124,7.495
0.017457089,7.541
0.017455615,7.529
0.017456321,7.48
0.017452667,7.48
0.01747368,7.471
0.017538301,7.538
0.017589958,7.584
0.017620209,7.611
0.017684678,7.642
0.017743456,7.693
0.017759296,7.712
0.017763861,7.727
0.017769901,7.736
0.017832601,7.69
0.017800134,7.635
0.017794139,7.642
0.017833843,7.648
0.017923345,7.742
0.017937515,7.8
0.018028286,7.803
0.018042652,7.855
0.018104288,7.867
0.018141419,7.886
0.018157214,7.898
0.018205977,7.858
0.018168596,7.846
0.018152318,7.822
0.018203931,7.837
0.018243483,7.861
0.018307531,7.953
0.018328929,7.977
0.018357116,8.011
0.018424381,8.032
0.01845272,8.041
0.018489082,8.084
0.018485875,8.041
0.018496864,7.999
0.018498731,7.971
0.018507782,7.956
0.018547137,8.02
0.01861475,8.081
0.018644144,8.13
0.018672402,8.163
0.01873093,8.185
0.018789449,8.2
0.018749433,8.145
0.018744617,8.124
0.018748575,8.115
0.018802913,8.133
0.01884409,8.197
0.018890735,8.221
0.018955776,8.273
0.018980845,8.304
0.018987322,8.34
0.019080095,8.35
0.019093648,8.31
0.019078397,8.273
0.019069195,8.246
0.019045019,8.212
0.019094881,8.279
0.019156098,8.353
0.019199705,8.389
0.019270991,8.429
0.019294586,8.463
0.019336925,8.45
0.019336532,8.429
0.019330859,8.386
0.019346065,8.38
0.019322067,8.374
0.019447959,8.432
0.019474984,8.493
0.019490753,8.539
0.019568034,8.56
0.019587805,8.591
0.019666425,8.612
0.019677012,8.643
0.019677557,8.624
0.019703574,8.575
0.019696569,8.56
0.019710122,8.527
0.019736049,8.554
0.019818011,8.624
0.019819325,8.673
0.019881774,8.728
0.019940177,8.743
0.019911516,8.752
0.019980139,8.713
0.019987832,8.685
0.019959707,8.667
0.019967596,8.63
0.020010775,8.685
0.020059725,8.755
0.020127776,8.798
0.020148119,8.829
0.02019958,8.868
0.020204431,8.871
0.020250067,8.896
0.020295747,8.923
0.020347753,8.948
0.020369115,8.899
0.020349468,8.868
0.020376101,8.832
0.020355204,8.82
0.020445225,8.914
0.02047368,8.936
0.02053613,9
0.020538229,9.018
0.020577959,9.067
0.020628956,9.064
0.020607925,9
0.020669034,8.975
0.020668311,8.939
0.02068642,8.92
0.020701733,8.96
0.020760663,9.021
0.020775422,9.1
0.020849495,9.109
0.020875815,9.149
0.020903038,9.161
0.02096496,9.204
0.020985017,9.229
0.021015143,9.216
0.021065836,9.201
0.021026543,9.158
0.021033512,9.134
0.02106781,9.143
0.021078424,9.183
0.021153587,9.259
0.021200214,9.277
0.021252988,9.332
0.021308496,9.351
0.021302868,9.335
0.02130201,9.326
0.021280166,9.262
0.021353408,9.225
0.021312535,9.213
0.021357491,9.296
0.021438569,9.366
0.02148902,9.384
0.021520459,9.415
0.021550407,9.421
0.021554204,9.421
0.021549415,9.372
0.021546252,9.335
0.02157477,9.29
0.021533217,9.293
0.021626758,9.351
0.021643831,9.409
0.021724426,9.457
0.021726972,9.518
0.02180838,9.528
0.021795676,9.54
0.021877727,9.576
0.021904271,9.537
0.021864871,9.488
0.021855025,9.467
0.021896712,9.421
0.021874207,9.406
0.021883963,9.445
0.021942366,9.528
0.022009408,9.583
0.022032476,9.622
0.022073716,9.65
0.022141919,9.683
0.022151496,9.662
0.022174966,9.634
0.02209522,9.607
0.022155517,9.567
0.022164326,9.561
0.022211445,9.579
0.022251166,9.644
0.022298383,9.695
0.022343536,9.726
0.022335201,9.76
0.022418789,9.805
0.022438363,9.824
0.022450272,9.778
0.022453105,9.732
0.022437943,9.705
0.022456071,9.668
0.022458554,9.65
0.022533771,9.717
0.022582703,9.79
0.02256899,9.839
0.022648772,9.866
0.022665112,9.894
0.022681042,9.912
0.022768695,9.927
0.022763173,9.937
0.022810176,9.906
0.022748646,9.863
0.02282615,9.842
0.022791781,9.796
0.022803011,9.799
0.022869722,9.857
0.022880613,9.906
0.022979362,9.979
0.022941124,9.991
0.023042705,10.049
0.023083222,10.083
0.023105566,10.086
0.023125981,10.068
0.02310218,10.049
0.023136746,10.004
0.023119843,9.973
0.023133512,9.967
0.023173984,10.025
0.023250165,10.083
0.023303556,10.135
0.023332913,10.168
0.023366461,10.19
0.023404431,10.214
0.023445037,10.226
0.023490324,10.19
0.023458858,10.141
0.023475708,10.098
0.023465773,10.08
0.023486688,10.101
0.023566193,10.193
0.023587171,10.239
0.023632806,10.275
0.023658688,10.275
0.023736559,10.306
0.02375029,10.339
0.0237549,10.324
0.023793174,10.388
0.023835495,10.385
0.02384929,10.391
0.023820504,10.355
0.023852479,10.297
0.023853748,10.287
0.023874118,10.309
0.023945814,10.37
0.024023443,10.41
0.024073019,10.461
0.024070044,10.489
0.024116778,10.513
0.024176369,10.538
0.024206227,10.556
0.024251925,10.574
0.024262477,10.516
0.024288645,10.483
0.024263879,10.446
0.024217073,10.406
0.024306263,10.477
0.024346118,10.538
0.024402984,10.593
0.024410033,10.62
0.02450109,10.641
0.024519852,10.663
0.024547601,10.709
0.024635495,10.733
0.02461031,10.669
0.024606638,10.635
0.024571438,10.596
0.024632985,10.623
0.024720942,10.69
0.024719575,10.736
0.024771688,10.779
0.024813374,10.782
0.024847467,10.812
0.024895855,10.822
0.024919342,10.846
0.024995435,10.876
0.024960404,10.846
0.024981873,10.797
0.024966908,10.791
0.02496245,10.742
0.025043331,10.782
0.025070794,10.846
0.025109971,10.861
0.025168221,10.928
0.025208648,10.965
0.025239954,10.977
0.025234218,10.992
0.025301697,11.023
0.025345287,11.005
0.025358009,10.977
0.025354364,10.925
0.025351836,10.898
0.025368641,10.928
0.025425686,10.971
0.02548189,11.032
0.025482695,11.053
0.025528839,11.102
0.025606182,11.127
0.025644197,11.145
0.025668579,11.148
0.02568466,11.127
0.025752122,11.108
0.025707272,11.035
0.025738211,11.023
0.025729599,10.989
0.025784553,11.035
0.025831725,11.111
0.025851148,11.157
0.025900652,11.176
0.025893442,11.133
0.025907898,11.099
0.025912383,11.038
0.025901858,11.041
0.025916912,11.017
0.025953828,11.044
0.02597678,11.111
0.025978451,11.124
0.025998955,11.072
0.02599849,11.063
